Airline,Origin,Destination,Distance,DepTime,ArrDelay,Delayed
NK,CLT,SFO,2165,893,174,1
AA,LAX,ORD,631,464,78,1
DL,DEN,ORD,1184,2025,-9,0
AA,SFO,LAX,1420,1235,98,1
AS,SFO,DFW,485,20,151,1
AA,JFK,ORD,2159,923,64,1
AA,CLT,LAX,2545,495,115,1
AS,LAS,ATL,2211,1468,-6,0
WN,SFO,LAS,1720,1128,32,1
AA,CLT,JFK,698,597,33,1
AS,ATL,LAS,1247,2018,49,1
B6,CLT,SFO,408,1761,95,1
DL,ORD,LAX,2562,126,-15,0
DL,JFK,LAX,392,1457,80,1
AA,CLT,DFW,2813,2169,30,1
WN,DEN,ORD,2050,495,94,1
WN,LAS,JFK,433,2200,1,0
B6,ORD,CLT,1093,116,114,1
AA,CLT,DFW,2582,1597,-7,0
DL,LAS,DFW,1539,209,-13,0
WN,LAS,DEN,1207,1488,72,1
AA,SFO,CLT,1773,813,78,1
NK,ORD,ATL,2127,456,15,1
WN,ORD,ORD,2770,2153,153,1
AS,LAX,SFO,443,1812,69,1
NK,JFK,JFK,2942,2206,62,1
WN,LAX,LAX,624,2347,164,1
DL,DFW,ORD,1715,1260,101,1
UA,JFK,DFW,428,2094,31,1
NK,ATL,ATL,842,1522,25,1
B6,JFK,ORD,1874,1785,129,1
B6,CLT,ATL,2563,1397,49,1
DL,DFW,SFO,1873,1349,24,1
WN,ATL,SFO,339,913,71,1
AA,ORD,DFW,2187,1136,20,1
WN,LAS,DFW,2286,2200,-10,0
DL,DEN,SFO,711,2005,126,1
B6,JFK,ATL,2263,646,85,1
WN,CLT,JFK,1632,1161,7,0
B6,LAX,ATL,1123,1327,60,1
NK,LAS,LAS,451,1781,44,1
AA,SFO,LAX,1998,1732,46,1
NK,ORD,JFK,1596,1256,48,1
B6,ATL,LAS,451,767,34,1
B6,ORD,DEN,868,1874,116,1
UA,DEN,LAX,2329,1934,127,1
UA,LAS,SFO,2950,2274,29,1
NK,LAS,ATL,1362,262,93,1
AS,JFK,LAS,1862,448,46,1
NK,DEN,DEN,995,1115,174,1
UA,JFK,SFO,1342,2136,105,1
B6,ATL,ORD,245,771,62,1
DL,SFO,DEN,1561,2177,73,1
NK,ATL,JFK,2762,2103,167,1
B6,LAS,DFW,341,508,16,1
DL,DFW,DFW,2926,1847,39,1
DL,LAS,LAX,736,1912,22,1
UA,JFK,DEN,1509,1293,65,1
NK,ATL,ORD,1179,1589,166,1
WN,SFO,ATL,321,216,148,1
AA,LAX,ORD,942,1524,31,1
UA,LAS,JFK,1106,1601,-13,0
UA,ORD,JFK,2825,7,176,1
WN,ATL,DFW,238,1498,154,1
AA,ATL,DEN,1507,319,9,0
B6,CLT,DFW,2478,485,26,1
AS,LAX,ATL,1866,1396,86,1
NK,DFW,DEN,576,2242,52,1
AS,LAX,LAS,785,901,10,0
B6,DEN,ATL,2622,1062,158,1
UA,LAS,LAS,2104,993,36,1
AA,LAS,SFO,1997,658,67,1
UA,JFK,ATL,2740,1212,31,1
DL,ATL,ATL,2411,995,131,1
UA,ATL,ORD,2204,818,96,1
UA,JFK,SFO,1822,565,165,1
B6,LAX,ATL,2779,1755,157,1
B6,DEN,ATL,1677,2193,42,1
B6,ORD,SFO,2368,1286,123,1
AS,LAS,SFO,1787,460,138,1
DL,ORD,LAX,2000,674,144,1
B6,ORD,CLT,2864,1760,158,1
AA,LAS,SFO,274,363,24,1
AS,ORD,JFK,523,1953,-3,0
WN,DEN,LAS,505,688,163,1
AA,DEN,CLT,1778,413,143,1
NK,JFK,JFK,1023,1129,89,1
NK,SFO,DFW,1240,2241,-1,0
AA,LAS,DEN,466,605,18,1
B6,LAS,CLT,1377,1002,168,1
WN,LAS,SFO,345,60,131,1
WN,LAX,DFW,2789,735,78,1
AS,JFK,JFK,562,164,30,1
WN,DEN,ATL,1792,1495,2,0
NK,DEN,LAS,261,1369,91,1
DL,ATL,CLT,590,210,179,1
B6,CLT,LAX,1985,928,140,1
WN,DFW,LAX,1037,513,50,1
AS,SFO,CLT,341,201,151,1
NK,LAS,ORD,2203,526,18,1
DL,JFK,DFW,1050,963,150,1
UA,LAS,LAS,2216,2244,-17,0
UA,ATL,LAX,302,2095,31,1
DL,SFO,CLT,2037,413,100,1
NK,ATL,LAX,1235,1187,100,1
AS,ATL,ORD,2630,1826,49,1
DL,ATL,SFO,1208,129,149,1
B6,DEN,SFO,1215,99,53,1
B6,DFW,DFW,1710,1038,4,0
UA,LAX,JFK,1075,2205,-20,0
WN,LAS,LAX,1296,2012,174,1
AS,DEN,SFO,1688,333,61,1
UA,DEN,CLT,719,600,154,1
WN,LAS,DEN,1994,2255,-8,0
WN,JFK,ORD,2043,995,157,1
B6,SFO,ORD,2069,4,0,0
NK,ORD,LAS,1362,1589,154,1
AA,ATL,ORD,1783,1556,39,1
NK,JFK,DEN,1363,602,45,1
AA,ORD,ORD,1468,1977,41,1
DL,SFO,ORD,2042,874,102,1
B6,DEN,LAS,1739,1465,70,1
WN,JFK,CLT,2873,2327,110,1
AS,LAS,SFO,856,1755,56,1
AA,ATL,ORD,2106,365,50,1
NK,SFO,DFW,996,237,163,1
WN,ATL,JFK,2654,1768,174,1
AA,SFO,LAX,1285,1686,44,1
AA,DFW,LAS,1727,967,32,1
AA,JFK,ORD,2887,1537,95,1
AS,ATL,DFW,2326,1402,-8,0
B6,ORD,ATL,339,2161,127,1
AS,DEN,CLT,2807,51,76,1
UA,DEN,JFK,616,1966,113,1
WN,JFK,DEN,1620,1687,37,1
B6,LAX,DEN,2193,1891,86,1
B6,LAX,CLT,682,2346,66,1
B6,ATL,JFK,1344,129,118,1
NK,LAS,ATL,414,439,4,0
B6,LAX,JFK,1206,1945,58,1
AS,CLT,LAS,2964,1632,38,1
B6,JFK,DEN,313,1194,32,1
DL,CLT,SFO,1702,362,156,1
WN,ORD,JFK,377,332,72,1
B6,DFW,ATL,1092,554,95,1
WN,JFK,SFO,1710,1188,72,1
DL,JFK,ATL,2515,1278,153,1
DL,DEN,DFW,993,1727,161,1
WN,ORD,JFK,550,1328,166,1
AA,CLT,ORD,1954,1772,-5,0
UA,ATL,CLT,2202,2243,173,1
NK,DEN,LAS,312,1193,51,1
AA,LAS,CLT,1684,1788,-5,0
AA,CLT,ATL,2824,525,125,1
AS,ATL,JFK,714,895,110,1
NK,CLT,ATL,1359,820,46,1
NK,SFO,DEN,965,1165,79,1
AA,DFW,LAX,1313,2279,56,1
B6,SFO,SFO,1168,1477,177,1
AS,SFO,ORD,2034,1364,34,1
AS,LAX,CLT,1621,1029,52,1
DL,SFO,ATL,216,1974,28,1
NK,ORD,LAS,2958,588,122,1
AA,CLT,JFK,2245,104,118,1
DL,CLT,JFK,2159,910,99,1
WN,LAS,DFW,1929,1126,119,1
UA,ATL,LAS,1471,1107,118,1
AS,ORD,DEN,1454,1802,-15,0
WN,LAS,LAX,2569,1547,158,1
WN,LAS,LAS,2377,1716,177,1
B6,LAX,SFO,2691,1943,60,1
UA,DEN,DFW,835,135,48,1
WN,ORD,SFO,2634,242,67,1
WN,DFW,LAS,420,716,71,1
UA,LAX,CLT,2360,1666,-9,0
UA,ATL,CLT,1910,1583,45,1
WN,ORD,LAS,1538,1327,48,1
UA,LAX,ORD,2712,44,132,1
WN,DEN,JFK,645,2082,67,1
WN,ORD,ATL,2233,1096,30,1
B6,ATL,LAS,1030,2081,167,1
AA,DEN,JFK,836,932,14,0
WN,DFW,JFK,375,400,8,0
DL,ATL,DEN,773,960,-2,0
AS,ATL,ATL,1322,185,64,1
NK,LAX,JFK,1998,2110,84,1
AA,ATL,ATL,314,60,166,1
AA,CLT,DEN,2990,6,-7,0
AA,DFW,CLT,894,2346,97,1
B6,CLT,LAS,2476,1426,91,1
WN,DEN,DEN,1691,1769,168,1
B6,DFW,LAX,365,300,26,1
WN,ATL,DEN,2572,2038,146,1
B6,LAS,JFK,1980,1435,31,1
B6,DFW,JFK,612,1219,-18,0
AS,DEN,JFK,2759,779,128,1
DL,SFO,DEN,2916,98,97,1
B6,JFK,SFO,308,236,2,0
AS,LAS,JFK,1662,827,-9,0
UA,CLT,ORD,1283,717,155,1
DL,DFW,ORD,689,2284,110,1
B6,ORD,SFO,451,1528,130,1
NK,DFW,ATL,393,949,139,1
AA,DFW,LAS,203,1821,126,1
UA,LAS,LAS,731,121,55,1
UA,SFO,ATL,2093,52,15,1
AS,LAX,ORD,2969,349,114,1
UA,DFW,DEN,1457,1014,78,1
DL,LAS,LAS,766,1223,80,1
B6,LAX,CLT,1781,1972,167,1
B6,CLT,SFO,797,997,132,1
NK,ORD,SFO,525,1084,28,1
AA,ATL,DFW,1109,1346,44,1
AS,LAX,LAS,1690,1734,45,1
AA,LAS,LAX,577,997,30,1
UA,DEN,DFW,881,1794,-10,0
NK,LAS,DFW,603,581,125,1
AA,CLT,DFW,441,1737,148,1
DL,LAS,CLT,1361,1140,93,1
B6,DFW,JFK,1084,178,85,1
UA,DEN,ATL,2737,1765,13,0
NK,SFO,JFK,2633,922,24,1
AA,DFW,DFW,1151,2196,48,1
AS,JFK,SFO,855,937,118,1
DL,LAS,LAX,1268,185,79,1
DL,LAX,LAX,2166,855,17,1
AA,SFO,SFO,368,874,66,1
B6,CLT,LAX,2547,322,160,1
AA,CLT,LAX,2460,1991,37,1
UA,JFK,DEN,2528,1657,62,1
AA,SFO,DFW,1722,143,-13,0
DL,LAS,JFK,2137,1387,152,1
NK,ORD,SFO,648,1135,155,1
AA,CLT,LAX,2224,1516,153,1
B6,CLT,LAX,1046,2212,79,1
NK,LAS,ORD,1543,2262,117,1
AS,CLT,LAS,2438,1062,137,1
WN,DFW,JFK,1750,874,35,1
AA,DFW,CLT,1599,287,163,1
B6,ORD,LAX,1944,1642,9,0
NK,DEN,LAS,2602,1184,102,1
B6,ORD,DFW,2212,767,100,1
AS,LAX,LAS,1101,1419,37,1
DL,SFO,LAS,356,2208,91,1
B6,ORD,DFW,1121,1532,19,1
NK,ATL,LAX,1983,2081,25,1
B6,CLT,LAS,1810,845,68,1
B6,JFK,CLT,562,945,-2,0
B6,LAS,ORD,663,938,84,1
UA,DEN,JFK,612,55,146,1
UA,LAX,DFW,1427,1087,10,0
DL,ORD,LAX,1013,1979,118,1
AA,DFW,LAS,2439,175,110,1
B6,DEN,DFW,1644,740,-4,0
AS,LAS,SFO,2686,1710,97,1
AA,LAX,JFK,2904,496,26,1
AS,DFW,JFK,1990,2308,65,1
AA,SFO,CLT,1849,619,136,1
DL,SFO,CLT,911,886,125,1
B6,ATL,CLT,2176,1116,19,1
B6,ORD,SFO,2013,995,-13,0
WN,CLT,DFW,334,1125,46,1
AS,LAX,JFK,784,2266,157,1
AA,DFW,CLT,2685,761,85,1
AA,DFW,SFO,1919,1967,-16,0
UA,JFK,ORD,976,1478,3,0
WN,SFO,SFO,1810,1933,-2,0
NK,ATL,DFW,2318,144,95,1
NK,LAX,ATL,1536,1770,134,1
UA,CLT,JFK,1532,2272,67,1
UA,ATL,LAX,2322,855,160,1
UA,JFK,LAX,1642,1022,143,1
AS,CLT,LAX,1336,2060,149,1
AS,SFO,LAS,2424,1433,9,0
DL,ORD,DEN,1213,2057,-6,0
DL,ORD,DFW,2325,403,178,1
UA,SFO,ATL,1998,1240,132,1
WN,LAX,LAS,619,98,32,1
AA,DFW,LAS,361,629,179,1
AS,SFO,SFO,2577,1266,165,1
WN,DEN,DFW,1580,1257,99,1
B6,SFO,DEN,266,911,27,1
AS,LAX,ORD,1896,551,-14,0
AS,SFO,LAX,2093,79,114,1
DL,LAX,ATL,2489,1864,115,1
AA,SFO,ORD,1071,311,158,1
AA,CLT,ATL,521,1751,72,1
NK,CLT,JFK,817,1257,50,1
NK,DFW,JFK,2557,787,30,1
NK,SFO,DEN,2056,1884,103,1
NK,CLT,ATL,1420,739,98,1
B6,ATL,LAX,2183,376,167,1
B6,LAX,ORD,849,1568,140,1
AS,SFO,CLT,1177,2063,119,1
UA,JFK,DEN,2261,690,85,1
DL,LAX,LAX,1348,243,19,1
DL,SFO,SFO,250,292,37,1
NK,JFK,LAX,1096,1083,150,1
AS,SFO,JFK,1345,1520,164,1
WN,DFW,DFW,2729,1468,48,1
UA,ORD,LAS,733,167,155,1
AS,LAX,DFW,747,2235,60,1
UA,SFO,JFK,2485,2089,128,1
UA,LAS,LAX,1638,1614,0,0
UA,LAS,ATL,676,3,27,1
AS,CLT,DFW,2082,1369,169,1
NK,LAX,LAX,1359,1941,111,1
DL,JFK,ORD,261,1601,124,1
DL,CLT,DEN,934,1825,11,0
NK,LAX,DEN,2190,1200,110,1
UA,ATL,JFK,407,1455,100,1
WN,ATL,CLT,2282,1270,88,1
AA,LAX,DEN,2716,2106,160,1
AS,ATL,ORD,1207,2295,123,1
AA,SFO,LAX,785,473,141,1
NK,DEN,LAS,519,1868,102,1
WN,DEN,CLT,2100,1429,97,1
AS,ATL,ORD,1806,2163,141,1
NK,LAX,SFO,1867,2353,86,1
UA,DFW,SFO,1751,1916,102,1
DL,ORD,JFK,1075,421,159,1
AA,ORD,DEN,468,714,82,1
B6,ATL,ORD,2937,2114,56,1
B6,DFW,ORD,522,916,-11,0
WN,LAX,DFW,714,1436,57,1
UA,DEN,DEN,1318,1325,125,1
AA,DEN,LAS,749,759,35,1
UA,CLT,DFW,2442,1618,122,1
AA,LAX,ORD,693,1775,62,1
WN,CLT,JFK,1518,2219,166,1
WN,CLT,ORD,1408,1847,128,1
B6,ATL,ATL,766,1750,102,1
UA,SFO,SFO,2775,167,155,1
AS,SFO,DFW,2635,1495,85,1
B6,JFK,ORD,1454,175,140,1
UA,JFK,LAS,2549,1749,-1,0
B6,CLT,DEN,1858,2327,175,1
AS,JFK,DFW,1016,229,61,1
DL,ORD,SFO,2077,773,48,1
DL,DEN,JFK,1651,424,72,1
DL,CLT,CLT,271,195,135,1
DL,DFW,SFO,1057,497,157,1
NK,DFW,DFW,2499,558,-3,0
AA,ATL,DEN,2451,2255,161,1
NK,ATL,LAS,1166,431,-1,0
NK,SFO,JFK,1932,441,155,1
NK,DEN,ORD,1560,1817,8,0
DL,CLT,LAS,1414,32,166,1
AS,DEN,ORD,1874,1125,46,1
WN,SFO,DEN,1881,163,36,1
WN,DFW,LAX,376,1482,57,1
AA,DEN,LAS,927,562,150,1
DL,JFK,DFW,923,920,159,1
DL,ORD,CLT,341,83,21,1
DL,CLT,LAX,1185,1564,156,1
B6,ORD,CLT,1852,1718,161,1
UA,JFK,DFW,2647,561,81,1
B6,ORD,ORD,494,1919,152,1
UA,ATL,DEN,1189,138,34,1
DL,CLT,DEN,1692,773,129,1
DL,LAS,CLT,229,1191,108,1
B6,ATL,SFO,938,799,148,1
B6,SFO,LAS,476,1133,163,1
UA,JFK,JFK,2319,1198,115,1
WN,LAS,CLT,2930,666,57,1
UA,ATL,JFK,420,281,108,1
B6,LAS,LAS,2436,690,179,1
AS,ORD,ORD,1456,58,135,1
B6,DFW,ORD,1626,1958,6,0
AS,JFK,ORD,2779,535,19,1
AA,ORD,JFK,2527,1242,122,1
B6,DFW,SFO,775,1236,19,1
AA,DEN,ATL,1583,190,59,1
WN,CLT,ORD,2312,2004,-11,0
UA,JFK,DFW,1504,1969,154,1
AS,ORD,JFK,1057,1218,90,1
UA,JFK,DFW,1042,1450,-1,0
AA,DFW,LAX,1456,443,-3,0
AS,CLT,CLT,1296,1939,73,1
UA,ATL,LAS,1139,205,140,1
B6,LAS,LAS,1668,1701,97,1
DL,DEN,ORD,2733,778,-4,0
AA,DEN,CLT,682,1487,73,1
UA,DFW,LAX,1948,395,14,0
AA,DFW,JFK,1971,618,63,1
NK,SFO,JFK,1584,586,156,1
AA,CLT,SFO,694,1571,63,1
AS,SFO,JFK,2756,805,179,1
NK,JFK,DEN,2966,223,61,1
AS,JFK,CLT,613,233,144,1
DL,DEN,ATL,1081,348,128,1
NK,ORD,LAX,682,2101,3,0
B6,LAS,ATL,1015,920,112,1
AA,SFO,LAS,1485,1133,168,1
UA,LAX,LAX,2826,1941,60,1
WN,ORD,DFW,2829,1475,168,1
AA,CLT,LAX,1866,336,13,0
AA,JFK,JFK,381,249,151,1
DL,DFW,LAS,2589,424,43,1
B6,JFK,DFW,708,2270,85,1
WN,LAS,DEN,1609,1974,149,1
NK,SFO,DEN,1869,681,54,1
NK,DFW,CLT,1901,761,105,1
NK,DEN,ATL,1035,2330,-9,0
AS,ORD,JFK,2176,1703,74,1
AS,ORD,SFO,1869,1303,150,1
UA,SFO,DEN,745,991,173,1
WN,SFO,SFO,333,1756,169,1
NK,SFO,CLT,2055,2340,-9,0
AS,LAX,DFW,1863,681,152,1
UA,LAX,DEN,2562,1743,153,1
B6,DFW,LAX,2775,1,126,1
UA,ATL,DFW,777,1321,3,0
AS,SFO,ORD,2405,1880,116,1
DL,ORD,DFW,267,1675,49,1
DL,DFW,LAS,715,2068,20,1
NK,LAX,ORD,519,1681,49,1
DL,JFK,ORD,299,1228,11,0
NK,LAS,JFK,1248,171,34,1
NK,ATL,JFK,845,1360,113,1
AS,CLT,SFO,780,44,58,1
DL,SFO,LAS,370,1119,34,1
NK,JFK,LAX,1186,1751,145,1
WN,SFO,LAX,661,1555,62,1
B6,LAX,JFK,1361,991,81,1
UA,ORD,DFW,223,249,38,1
UA,JFK,SFO,2622,695,-2,0
AS,SFO,JFK,2033,68,47,1
DL,ORD,CLT,2496,1926,8,0
DL,DEN,JFK,1941,725,18,1
NK,SFO,JFK,1873,273,111,1
AA,ORD,ATL,697,1531,143,1
NK,LAX,LAX,2672,83,48,1
B6,LAS,LAS,2940,1130,66,1
WN,LAS,LAX,396,1839,31,1
UA,SFO,SFO,1792,2252,39,1
NK,DFW,LAX,335,2022,120,1
AA,ATL,JFK,2643,662,122,1
AA,ATL,LAS,2978,71,94,1
NK,JFK,ATL,2726,2313,34,1
AS,ATL,SFO,837,595,143,1
UA,SFO,JFK,1901,947,6,0
AS,DFW,CLT,1190,468,94,1
WN,LAS,DEN,2401,2197,74,1
AA,ATL,LAX,1617,1648,95,1
AA,ORD,LAS,896,1569,142,1
B6,DEN,JFK,2833,1760,110,1
WN,ATL,LAS,2731,1036,62,1
AA,LAX,LAX,2646,675,174,1
WN,DFW,DEN,2289,1949,163,1
UA,ATL,LAS,2524,1172,52,1
DL,DFW,ORD,226,2307,157,1
AA,LAS,ORD,1303,1717,147,1
B6,ATL,ORD,1286,254,138,1
UA,DEN,LAS,2426,777,158,1
NK,ATL,LAX,871,2132,132,1
WN,JFK,ATL,2771,611,99,1
NK,LAX,CLT,1967,947,-17,0
AS,DEN,CLT,2655,1411,144,1
UA,CLT,DFW,1808,1363,49,1
NK,LAS,LAX,370,653,71,1
AA,ATL,DEN,1828,2334,101,1
WN,DEN,CLT,274,666,129,1
DL,ORD,LAX,1583,469,161,1
UA,LAS,ATL,482,2187,35,1
AA,CLT,ATL,1594,483,149,1
B6,JFK,LAS,1937,1998,54,1
AS,LAX,JFK,1182,1607,-18,0
WN,LAS,LAS,2752,2246,119,1
UA,ORD,CLT,511,1030,145,1
UA,ORD,JFK,1225,909,15,1
DL,LAS,DEN,524,1500,-18,0
DL,ORD,LAX,1753,2298,68,1
B6,DFW,ORD,2608,2300,0,0
AS,DEN,DFW,559,19,178,1
B6,ORD,CLT,520,441,17,1
AA,CLT,DEN,2166,749,161,1
AA,LAX,LAS,1165,779,73,1
B6,DEN,JFK,648,1275,-4,0
AS,LAX,DFW,653,597,-15,0
B6,LAS,ATL,1666,1495,58,1
AS,DEN,CLT,2919,190,167,1
AS,LAS,DFW,242,858,-17,0
NK,ATL,LAS,2157,1208,137,1
WN,ORD,LAX,2828,1565,114,1
AS,LAX,CLT,584,661,152,1
DL,CLT,JFK,2884,1823,97,1
AS,ATL,CLT,491,184,104,1
AS,LAX,LAS,1219,2073,3,0
AS,LAS,ORD,263,217,170,1
NK,CLT,LAX,424,1707,172,1
NK,DFW,DFW,2082,444,19,1
AA,CLT,LAS,529,1058,19,1
NK,DFW,CLT,2276,799,6,0
DL,SFO,JFK,793,1135,152,1
DL,DFW,JFK,2197,1097,60,1
NK,DFW,CLT,2701,1252,151,1
B6,ATL,ORD,841,823,143,1
WN,DFW,JFK,2655,1366,21,1
NK,SFO,JFK,1944,2204,43,1
AS,ORD,ATL,763,1164,140,1
UA,ATL,DEN,1505,28,179,1
WN,CLT,LAS,712,889,14,0
WN,DEN,DFW,863,1492,153,1
DL,CLT,SFO,739,2329,109,1
WN,LAX,LAS,232,1382,169,1
NK,LAS,DFW,429,1011,155,1
AS,SFO,SFO,633,383,173,1
AS,DFW,LAS,1362,216,69,1
AA,SFO,DEN,2821,1270,102,1
AS,LAX,LAS,455,1359,110,1
AS,ATL,DEN,299,1050,134,1
DL,SFO,DEN,2582,1743,108,1
AS,LAX,ORD,1014,1410,165,1
AA,CLT,DFW,2893,1570,65,1
UA,DFW,SFO,2257,2017,164,1
NK,DFW,LAX,248,337,35,1
DL,CLT,DEN,1103,222,123,1
UA,JFK,LAX,612,2184,4,0
DL,DEN,LAS,2036,2201,82,1
B6,LAX,ORD,2003,2266,-5,0
WN,JFK,SFO,2362,515,85,1
B6,SFO,SFO,877,1343,114,1
AS,ATL,DFW,2558,1481,123,1
UA,JFK,LAX,1300,1435,7,0
AS,DEN,DFW,1684,1289,64,1
WN,DEN,LAX,1019,1860,32,1
DL,ORD,ORD,1206,478,109,1
WN,DEN,CLT,795,1713,134,1
AA,LAS,DEN,345,308,31,1
WN,DEN,ATL,1417,711,47,1
AA,JFK,CLT,2328,923,58,1
WN,DEN,LAS,2734,843,34,1
NK,CLT,DFW,406,646,-6,0
AA,SFO,JFK,1352,1426,10,0
UA,CLT,DEN,2860,1774,36,1
AS,CLT,LAS,1158,1816,68,1
AS,LAS,DEN,1875,51,-10,0
B6,ORD,DEN,1367,65,97,1
AS,SFO,DFW,752,2138,-14,0
DL,DEN,SFO,1720,671,118,1
NK,LAX,ATL,1885,677,91,1
WN,DFW,ATL,597,2149,111,1
B6,ORD,ATL,1978,1611,176,1
DL,DFW,LAS,1574,1991,132,1
DL,LAS,ORD,760,1152,-19,0
AA,CLT,ORD,511,1320,16,1
AS,LAS,ORD,1469,1457,123,1
UA,LAS,ORD,2359,582,36,1
UA,CLT,CLT,2634,732,95,1
B6,CLT,LAS,2224,1771,8,0
NK,DEN,CLT,1559,542,163,1
UA,DEN,ATL,1005,608,-20,0
WN,DEN,SFO,992,1049,139,1
UA,DEN,ATL,2125,2236,130,1
B6,LAS,JFK,950,1428,91,1
UA,JFK,SFO,2025,31,49,1
WN,DEN,ORD,1211,1686,120,1
AA,CLT,DFW,2856,1282,64,1
NK,JFK,ORD,236,892,62,1
B6,DEN,JFK,2179,1898,60,1
AA,LAS,LAS,2894,478,174,1
AA,DEN,LAX,939,756,-7,0
AA,LAX,LAX,1826,1642,74,1
DL,JFK,DEN,257,1065,64,1
NK,ATL,JFK,1371,448,122,1
AS,DEN,CLT,234,1984,3,0
NK,LAS,ATL,1812,1353,130,1
DL,DFW,ORD,1433,1142,63,1
AS,SFO,DFW,474,436,15,1
NK,DEN,CLT,1874,2127,-6,0
AA,DEN,JFK,763,1907,76,1
B6,LAS,DFW,2432,172,171,1
AS,DFW,LAS,1876,1125,146,1
WN,LAX,LAX,1811,902,94,1
WN,CLT,CLT,1121,513,107,1
UA,ORD,LAX,1572,2267,8,0
AS,LAS,SFO,2008,74,151,1
B6,DFW,LAS,206,1078,-19,0
DL,JFK,DFW,346,468,175,1
AA,ATL,LAS,1554,162,112,1
UA,LAS,JFK,881,274,90,1
WN,JFK,SFO,2639,842,68,1
DL,CLT,ATL,687,1852,110,1
DL,CLT,SFO,815,1213,75,1
AA,LAS,JFK,559,1739,-19,0
AS,LAS,SFO,2711,916,-8,0
WN,DEN,SFO,2405,990,0,0
B6,DFW,SFO,426,2164,90,1
DL,SFO,LAX,2927,1144,163,1
AA,LAS,DEN,2627,1042,161,1
B6,DFW,ORD,779,554,12,0
AS,ORD,DEN,1634,1314,51,1
WN,LAS,DFW,2645,2118,93,1
AS,JFK,ATL,2553,1401,88,1
DL,JFK,CLT,2508,306,82,1
B6,ATL,LAX,2714,57,28,1
B6,LAX,SFO,1500,790,111,1
B6,SFO,ATL,2864,1838,37,1
DL,LAX,SFO,1082,1176,78,1
DL,SFO,DFW,262,1906,120,1
AS,CLT,DFW,1976,2076,13,0
UA,CLT,LAS,2514,353,30,1
AS,ORD,DFW,2968,2023,175,1
WN,LAS,CLT,2093,1035,16,1
AA,DEN,SFO,2790,39,33,1
B6,ATL,ATL,1099,175,-1,0
UA,CLT,CLT,1339,1764,35,1
AA,ATL,SFO,1680,2225,134,1
UA,ATL,ATL,417,748,126,1
NK,CLT,DEN,609,299,62,1
AS,ATL,SFO,2173,1382,-1,0
DL,JFK,SFO,2245,1646,66,1
B6,DEN,CLT,1698,91,123,1
AS,CLT,LAS,2135,52,110,1
AA,ORD,DFW,929,174,147,1
NK,LAX,LAX,1292,408,84,1
NK,DEN,DFW,505,2006,27,1
NK,JFK,SFO,408,559,99,1
AA,DFW,ORD,2685,1911,20,1
AA,DEN,DFW,336,499,0,0
AA,CLT,DEN,791,1784,5,0
AA,SFO,DEN,2803,2092,104,1
NK,DEN,ATL,1237,1125,10,0
NK,LAX,ORD,914,2233,43,1
UA,CLT,ATL,1584,1341,49,1
AS,CLT,JFK,1835,795,139,1
B6,DFW,CLT,1911,899,133,1
DL,ORD,ORD,455,611,69,1
NK,CLT,ATL,2493,2249,131,1
DL,DFW,LAS,1789,2045,152,1
AS,ORD,LAS,1206,1497,133,1
AS,LAS,DEN,2887,1167,82,1
DL,LAS,ATL,1778,1701,60,1
NK,SFO,CLT,601,838,174,1
DL,CLT,SFO,2325,1441,25,1
UA,DFW,DEN,2989,1031,99,1
WN,DFW,DEN,533,2215,165,1
NK,DFW,LAS,397,1858,15,1
NK,LAX,ATL,2976,43,12,0
B6,ORD,DEN,2543,1794,36,1
AA,CLT,LAX,357,416,11,0
WN,DEN,LAS,990,1300,132,1
AS,LAS,SFO,746,559,139,1
NK,SFO,CLT,607,2141,129,1
DL,DEN,LAX,1296,2269,135,1
WN,ATL,DFW,833,567,133,1
B6,SFO,LAS,2039,1903,166,1
AS,ATL,ORD,1055,2190,-9,0
AA,SFO,SFO,2137,723,63,1
AA,DFW,DFW,2612,1671,19,1
B6,LAX,DEN,686,440,99,1
B6,SFO,DFW,1060,2073,13,0
DL,CLT,DEN,2046,744,171,1
NK,LAX,LAS,2356,1093,68,1
AA,DEN,SFO,2042,1820,15,1
AS,ATL,JFK,821,758,16,1
WN,DFW,LAS,579,1755,172,1
AS,JFK,LAX,1364,672,168,1
UA,DEN,ATL,1749,70,135,1
UA,CLT,ATL,1190,1041,-16,0
B6,LAX,DFW,1255,1253,89,1
DL,JFK,ATL,2273,1814,159,1
UA,LAS,CLT,1601,1332,79,1
AA,LAX,LAS,1967,1807,171,1
AS,CLT,LAX,2235,744,16,1
AS,DFW,LAS,815,623,121,1
B6,LAX,LAX,2140,548,110,1
NK,DFW,ORD,340,212,-8,0
NK,LAS,DEN,2903,822,43,1
WN,DEN,LAS,1526,1356,-18,0
B6,ORD,SFO,2812,1566,7,0
WN,CLT,CLT,1893,163,110,1
NK,JFK,LAX,1559,2353,151,1
B6,LAS,LAS,870,1199,-17,0
B6,LAS,DEN,221,1689,55,1
B6,ATL,ORD,1586,1444,54,1
NK,CLT,LAX,551,1959,115,1
WN,ORD,LAX,371,86,88,1
WN,DEN,LAS,1305,1242,74,1
B6,CLT,ATL,1761,1702,75,1
UA,LAS,CLT,2214,1614,58,1
DL,CLT,SFO,2991,88,72,1
NK,LAS,DFW,1416,2129,9,0
DL,ATL,ATL,336,2322,93,1
DL,JFK,DEN,1449,1297,91,1
